district,place_id,name,address,lat,lng,rating,num_ratings
Colombo,ChIJn85NYYFZ4joRZZXAHl1TWbU,Cargills Food City - Trillium Residencies,"153 Elvitigala Mawatha, Colombo 00800, Sri Lanka",6.9038765,79.8781826,4.1,81
Colombo,ChIJKWJUIZRZ4joRXRqicHL0abE,Cargills Food City - Kompannavidiya,"Colombo 00200, Sri Lanka",6.9255871,79.8494609,4.1,71
Colombo,ChIJfQ5tl7dZ4joRYAAHLXn9WaM,Cargills Food City - Ananda Coomarasamy Mawatha,"62 Ananda Coomaraswamy Mawatha, Colombo 00700, Sri Lanka",6.911835099999999,79.854643,4.3,123
Colombo,ChIJAa03JFBa4joR7aMmlZN5uJ0,Cargills Food City - Kohuwala,"S. De S. Jayasinghe Mawatha, Colombo, Sri Lanka",6.8667181,79.8838313,4.0,681
Colombo,ChIJmQimBtFb4joRAr4i8SWMYkM,Cargills Food City - Thimbirigasyaya,"90 Thimbirigasyaya Rd, Colombo 00500, Sri Lanka",6.8909943,79.8665037,3.6,267
Colombo,ChIJGYTYZs1b4joRLLFU-mRdEk0,Cargills Food City - Jawatta,"60 Jawatta Rd, Colombo 00500, Sri Lanka",6.8950131,79.8667754,4.0,845
Colombo,ChIJiRbBqdJb4joRORUunwDrZWc,Cargills Food City - Jaya Road,"No. 34, Jaya Road, Colombo - 04 Colombo - 04, Colombo 00400, Sri Lanka",6.886556199999999,79.8549986,4.0,437
Colombo,ChIJJUlZWN5b4joREPjZZ0MxFTQ,Cargills Food City Express - IOC Fuel Station,"Galle Rd, Colombo 00400, Sri Lanka",6.894869799999999,79.85487549999999,4.4,37
Colombo,ChIJJ8tHURNZ4joRMmIoQcL8w_o,Cargills Food City Express On 320,"320 Union Pl, Colombo 00200, Sri Lanka",6.919187,79.8592468,4.2,18
Colombo,ChIJ-arfY95b4joRx1sSbGm91tg,Cargills Food City - Majestic City,"Majestic City, 10 Station Rd, Colombo 00400, Sri Lanka",6.894133,79.8546004,3.9,342
Colombo,ChIJZxz7vsRb4joRlMpxjhU-OD8,Cargills Food City - Dickman's Road,"15 Dickmans Rd, Colombo 00400, Sri Lanka",6.8866714,79.8588934,4.0,557
Colombo,ChIJEe8qh5JZ4joRtZ7R3oNcKwY,Cargills Food City (Express) - Rajagiriya,"349 Cotta Rd, Sri Jayawardenepura Kotte, Sri Lanka",6.910106600000001,79.8942646,4.0,972
Colombo,ChIJ--4L955R4joRBV715i5tpoA,Cargills Food City - Depanama,"139 Dr.N.M.Perera Mawatha, Colombo 10290, Sri Lanka",6.9107372,79.89085709999999,4.3,588
Colombo,ChIJJxkJBgBZ4joR_hAjhsxEZyA,Cargills Food City - Dematagoda,"44 Dr Danister De Silva Mawatha, Colombo 00900, Sri Lanka",6.9286699,79.87823999999999,4.5,2
